Incident_case_id,Date,Clearance_code_inc_type,PGPD Reporting Area,PGPD Sector,PGPD Beat,Street_Number,Street_Address,Latitude,Longitude,Location 
PP21010300000295,01/03/2021,ASSAULT,653,W,W1,9700 BLOCK,9709 TRAVERSE WAY,38.75542572140694,-77.01065161824226,"(38.75542572140694, -77.01065161824226)"
PP21010300001000,01/03/2021,"ASSAULT, WEAPON",720,H,H7,8700 BLOCK,8706 ACCESS RD,38.830884888768196,-76.85645245015621,"(38.830884888768196, -76.85645245015621)"
PP21010300000448,01/03/2021,THEFT FROM AUTO,409,H,H1,5200 BLOCK,5288 MARLBORO PIKE,38.86533364653587,-76.91616360843182,"(38.86533364653587, -76.91616360843182)"
PP21010300001002,01/03/2021,ACCIDENT,841,D,D6,5400 BLOCK,5449 WHITFIELD CHAPEL RD,38.95785313844681,-76.85776478052139,"(38.95785313844681, -76.85776478052139)"
PP21010300001846,01/03/2021,THEFT,236,B,B4,7700 BLOCK,7730 FINNS LN,38.953259974718094,-76.87843403220177,"(38.953259974718094, -76.87843403220177)"
PP21010300001901,01/03/2021,ACCIDENT,429,K,K2,,BRANCH AVE NB / SUITLAND PKY NB,38.852538391947746,-76.95586170256138,"(38.852538391947746, -76.95586170256138)"
PP21010300000715,01/03/2021,THEFT,131,A,A2,5600 BLOCK,5621 SARGENT RD,38.958181232213974,-76.98571728169918,"(38.958181232213974, -76.98571728169918)"
PP21010300001307,01/03/2021,ACCIDENT WITH IMPOUND,641,W,W6,,DANVILLE RD / ACCOKEEK RD,38.68554398417473,-76.9210848659277,"(38.68554398417473, -76.9210848659277)"
PP21010300000808,01/03/2021,THEFT FROM AUTO,424,H,H6,5700 BLOCK,5743 SOUTH HIL MAR CIR,38.84400822222233,-76.90533685684204,"(38.84400822222233, -76.90533685684204)"
PP21010300001921,01/03/2021,ACCIDENT WITH IMPOUND,916,C,C4,,CEDARHURST DR / ALLOWAY LN,39.06710489094257,-76.87482510507107,"(39.06710489094257, -76.87482510507107)"
PP21010300000103,01/03/2021,ACCIDENT,622,F,F1,8400 BLOCK,8401 GIBBONS DR,38.774454563856125,-76.94241027534008,"(38.774454563856125, -76.94241027534008)"
PP21010300000126,01/03/2021,"AUTO, STOLEN",313,G,G4,7500 BLOCK,7507 HILL BURNE DR,38.90240706503391,-76.8777778595686,"(38.90240706503391, -76.8777778595686)"
PP21010300001632,01/03/2021,ACCIDENT,809,D,D2,,RACE TRACK RD / LAUREL BOWIE RD NB,39.00870606303215,-76.76294869184494,"(39.00870606303215, -76.76294869184494)"
PP21010300001304,01/03/2021,SEX OFFENSE,235,B,B4,6600 BLOCK,6601 FREEPORT ST,38.953259974718094,-76.90008753538132,"(38.953259974718094, -76.90008753538132)"
PP21010300000824,01/03/2021,"AUTO, STOLEN",623,F,F2,9100 BLOCK,9101 PISCATAWAY RD SB,38.765268221497536,-76.89811903238297,"(38.765268221497536, -76.89811903238297)"
PP21010300001651,01/03/2021,"AUTO, STOLEN",412,H,H3,1300 BLOCK,1303 SHADY GLEN DR,38.87255147099495,-76.87909018993378,"(38.87255147099495, -76.87909018993378)"
PP21010300000414,01/03/2021,"B & E, COMMERCIAL",775,K,K4,6100 BLOCK,6100 ALLENTOWN RD,38.8052943944931,-76.90468069911003,"(38.8052943944931, -76.90468069911003)"
PP21010300001707,01/03/2021,ACCIDENT,501,K,K2,2400 BLOCK,2403 SOUTHERN AVE,38.844992473721504,-76.9709535241127,"(38.844992473721504, -76.9709535241127)"
PP21010300000640,01/03/2021,THEFT FROM AUTO,419,H,H5,3900 BLOCK,3942 SUITLAND RD,38.86074048280716,-76.94864386320114,"(38.86074048280716, -76.94864386320114)"
PP21010300001083,01/03/2021,ACCIDENT WITH IMPOUND,235,B,B4,5100 BLOCK,5105 FLINTRIDGE DR,38.95063531398773,-76.89385394752026,"(38.95063531398773, -76.89385394752026)"
PP21010300000674,01/03/2021,THEFT FROM AUTO,407,G,G7,1000 BLOCK,1032 HAMPTON PARK BLVD,38.87550422549248,-76.84857845306396,"(38.87550422549248, -76.84857845306396)"
PP21010300001768,01/03/2021,"ROBBERY, OTHER",111,A,A6,7900 BLOCK,7904 24TH PL,38.98574022948742,-76.96832886338234,"(38.98574022948742, -76.96832886338234)"
PP21010300001610,01/03/2021,THEFT FROM AUTO,443,K,K4,4300 BLOCK,4301 MIDTOWN SQ,38.82924447953701,-76.90927386283875,"(38.82924447953701, -76.90927386283875)"
PP21010300000994,01/03/2021,ACCIDENT WITH IMPOUND,306,G,G6,,MARTIN LUTHER KING JUNIOR HWY EB / SHERIFF RD EB,38.90962488949299,-76.8918854445219,"(38.90962488949299, -76.8918854445219)"
PP21010300000993,01/03/2021,THEFT FROM AUTO,419,H,H5,3800 BLOCK,3801 SOUTHERN AVE,38.86139664053917,-76.94995619356632,"(38.86139664053917, -76.94995619356632)"
PP21010300000867,01/03/2021,ACCIDENT WITH IMPOUND,444,H,H4,,SUITLAND RD / MEADOWVIEW DR,38.839415058493614,-76.91386702656746,"(38.839415058493614, -76.91386702656746)"
PP21010300001663,01/03/2021,"AUTO, STOLEN",175,A,A5,3400 BLOCK,3420 TOLEDO TER,38.97097647190094,-76.95947061479092,"(38.97097647190094, -76.95947061479092)"
PP21010400001236,01/04/2021,"ROBBERY, OTHER",424,H,H6,3200 BLOCK,3225 WALTERS LN,38.8446643948555,-76.8918854445219,"(38.8446643948555, -76.8918854445219)"
PP21010400000981,01/04/2021,"ROBBERY, VEHICLE",629,W,W4,9500 BLOCK,9500 ALLENTOWN RD,38.75870655477047,-76.96373569965363,"(38.75870655477047, -76.96373569965363)"
PP21010400000903,01/04/2021,"B & E, RESIDENTIAL",632,F,F4,6300 BLOCK,6301 ELM WAY,38.737381145358086,-76.89877519011497,"(38.737381145358086, -76.89877519011497)"
PP21010400000885,01/04/2021,THEFT FROM AUTO,501,K,K2,2600 BLOCK,2623 SOUTHERN AVE,38.846304804086685,-76.96898503601551,"(38.846304804086685, -76.96898503601551)"
PP21010400000635,01/04/2021,"B & E, COMMERCIAL",732,F,F3,7700 BLOCK,7700 OLD ALEXANDRIA FERRY RD,38.77904772758484,-76.87318469583988,"(38.77904772758484, -76.87318469583988)"
PP21010400001158,01/04/2021,THEFT FROM AUTO,717,E,E4,13300 BLOCK,13300 OLD MARLBORO PIKE,38.81743347644806,-76.77541586756706,"(38.81743347644806, -76.77541586756706)"
PP21010400001092,01/04/2021,"B & E, RESIDENTIAL",714,H,H7,8900 BLOCK,8911 CHESTER GROVE TER,38.84728905558586,-76.85284352302551,"(38.84728905558586, -76.85284352302551)"
PP21010400000470,01/04/2021,ACCIDENT,755,F,F7,8700 BLOCK,8748 CEDARVILLE RD,38.660609647631645,-76.85678052902222,"(38.660609647631645, -76.85678052902222)"
PP21010400001578,01/04/2021,ACCIDENT,754,F,F7,15900 BLOCK,15916 CRAIN HWY SE,38.67438913881779,-76.87252852320671,"(38.67438913881779, -76.87252852320671)"
PP21010400000137,01/04/2021,ACCIDENT,517,J,J3,5400 BLOCK,5400 LIVINGSTON TER,38.81612114608288,-76.99621593952179,"(38.81612114608288, -76.99621593952179)"
PP21010400000498,01/04/2021,THEFT FROM AUTO,414,TRU,H7,2700 BLOCK,2750 KAVERTON RD,38.851882234215736,-76.86038944125175,"(38.851882234215736, -76.86038944125175)"
PP21010400000499,01/04/2021,THEFT FROM AUTO,711,E,E5,15100 BLOCK,15101 BUCK LN,38.824651315808296,-76.74424794316292,"(38.824651315808296, -76.74424794316292)"
PP21010400000466,01/04/2021,ACCIDENT,917,C,C2,12700 BLOCK,12700 OLD GUNPOWDER RD,39.07432273030281,-76.9210848659277,"(39.07432273030281, -76.9210848659277)"
PP21010400000627,01/04/2021,SEX OFFENSE,904,C,C5,14600 BLOCK,14607 BOWIE RD,39.089414566755295,-76.84660995006561,"(39.089414566755295, -76.84660995006561)"
PP21010400000539,01/04/2021,"B & E, COMMERCIAL",719,H,H7,7800 BLOCK,7830 PENN WESTERN CT,38.83318147063255,-76.868263438344,"(38.83318147063255, -76.868263438344)"
PP21010400001106,01/04/2021,ACCIDENT,423,H,H4,,SILVER HILL CT / SILVER HILL RD SB,38.85221031308174,-76.91517935693264,"(38.85221031308174, -76.91517935693264)"
PP21010400001879,01/04/2021,THEFT,623,F,F2,8600 BLOCK,8611 OLD BRANCH AVE,38.7718298882246,-76.90008753538132,"(38.7718298882246, -76.90008753538132)"
PP21010400000414,01/04/2021,"AUTO, STOLEN",304,G,G3,1200 BLOCK,1215 CHAPEL OAKS DR,38.906344056129456,-76.92075677216053,"(38.906344056129456, -76.92075677216053)"
PP21010400001036,01/04/2021,"AUTO, STOLEN",719,TRU,H7,7900 BLOCK,7984 PENN RANDALL PL,38.83416572213173,-76.86760728061199,"(38.83416572213173, -76.86760728061199)"
PP21010400000371,01/04/2021,"AUTO, STOLEN",408,H,H1,4600 BLOCK,4610 HEATH ST,38.87550422549248,-76.92797461152077,"(38.87550422549248, -76.92797461152077)"
PP21010400001678,01/04/2021,ACCIDENT,328,G,G5,,ARDWICK ARDMORE RD / MARTIN LUTHER KING JUNIOR HWY EB,38.9375119805336,-76.85907711088657,"(38.9375119805336, -76.85907711088657)"
PP21010400000761,01/04/2021,SEX OFFENSE,226,B,B5,6800 BLOCK,6838 RIVERDALE RD WB,38.964414805173874,-76.89647860825062,"(38.964414805173874, -76.89647860825062)"
PP21010400000586,01/04/2021,THEFT FROM AUTO,419,TRU,H5,4200 BLOCK,4248 SUITLAND RD,38.8545068949461,-76.93814519047737,"(38.8545068949461, -76.93814519047737)"
PP21010400000805,01/04/2021,"ROBBERY, OTHER",125,A,A3,,CHILLUM RD EB / BERKSHIRE DR,38.96474289894104,-76.99818444252014,"(38.96474289894104, -76.99818444252014)"
PP21010400000093,01/04/2021,ACCIDENT,502,K,K2,,NAYLOR RD / SUITLAND PKY NB,38.85155414044857,-76.95914253592491,"(38.85155414044857, -76.95914253592491)"
PP21010400000437,01/04/2021,ACCIDENT,914,C,C3,12000 BLOCK,12099 OLD GUNPOWDER RD,39.06087130308151,-76.9210848659277,"(39.06087130308151, -76.9210848659277)"
PP21010400001639,01/04/2021,ACCIDENT,605,K,K6,,FISHER RD / BRINKLEY RD,38.8049663156271,-76.95848636329174,"(38.8049663156271, -76.95848636329174)"
PP21010400000492,01/04/2021,THEFT FROM AUTO,204,B,B7,9000 BLOCK,9005 LOCUST SPRING RD,38.99984781444073,-76.92469377815723,"(38.99984781444073, -76.92469377815723)"
PP21010400000672,01/04/2021,ACCIDENT,723,F,F3,,EB PENNSYLVANIA AVE OFRP SB WOODYARD RD / WOODYARD RD SB,38.81185606122017,-76.82495644688606,"(38.81185606122017, -76.82495644688606)"
PP21010400000524,01/04/2021,ACCIDENT,418,H,H6,7600 BLOCK,7609 MARLBORO PIKE,38.84532056748867,-76.87515319883823,"(38.84532056748867, -76.87515319883823)"
PP21010400000177,01/04/2021,"ROBBERY, OTHER",332,G,G5,3500 BLOCK,3503 HUBBARD RD,38.93259072303772,-76.8777778595686,"(38.93259072303772, -76.8777778595686)"
PP21010400000766,01/04/2021,"ROBBERY, OTHER",125,A,A3,6400 BLOCK,6495 NEW HAMPSHIRE AVE NB,38.96769563853741,-77.0001529455185,"(38.96769563853741, -77.0001529455185)"
PP21010400000915,01/04/2021,THEFT,321,G,G1,300 BLOCK,312 ELMLEAF AVE,38.894533053040504,-76.89319777488708,"(38.894533053040504, -76.89319777488708)"
PP21010400002127,01/04/2021,"ROBBERY, VEHICLE",405,H,H3,1300 BLOCK,1319 DILLON CT,38.87255147099495,-76.8915573656559,"(38.87255147099495, -76.8915573656559)"
PP21010400000690,01/04/2021,"AUTO, STOLEN",508,TRU,K3,4600 BLOCK,4635 DALLAS PL,38.82694789767265,-76.95028427243233,"(38.82694789767265, -76.95028427243233)"
PP21010400001072,01/04/2021,ACCIDENT WITH IMPOUND,830,D,D5,,ANNAPOLIS RD EB / GLENN DALE RD,38.95686888694763,-76.81314544379711,"(38.95686888694763, -76.81314544379711)"
PP21010400000811,01/04/2021,THEFT FROM AUTO,259,B,B1,5100 BLOCK,5145 FROLICH LN,38.92143589258194,-76.92699036002159,"(38.92143589258194, -76.92699036002159)"
PP21010400000352,01/04/2021,ACCIDENT WITH IMPOUND,104,A,A7,9100 BLOCK,9147 RIGGS RD,39.00444097816944,-76.96931311488152,"(39.00444097816944, -76.96931311488152)"
PP21010400001444,01/04/2021,ACCIDENT,831,D,D3,12200 BLOCK,12231 GUINEVERE RD,38.971960723400116,-76.79313236474991,"(38.971960723400116, -76.79313236474991)"
PP21010400001706,01/04/2021,THEFT FROM AUTO,246,B,B1,4400 BLOCK,4436 68TH PL,38.942761316895485,-76.8977909386158,"(38.942761316895485, -76.8977909386158)"
PP21010400001573,01/04/2021,THEFT FROM AUTO,308,G,G6,2500 BLOCK,2537 MARKHAM LN,38.9237324744463,-76.87712170183659,"(38.9237324744463, -76.87712170183659)"
PP21010400000924,01/04/2021,ACCIDENT,515,J,J1,4900 BLOCK,4911 GLASSMANOR DR,38.822682812809944,-76.99359127879143,"(38.822682812809944, -76.99359127879143)"
PP21010400000597,01/04/2021,"B & E, OTHER",729,F,F6,8500 BLOCK,8520 DUVALL RD,38.73410031199455,-76.84398527443409,"(38.73410031199455, -76.84398527443409)"
PP21010400001562,01/04/2021,ACCIDENT WITH IMPOUND,414,H,H7,2700 BLOCK,2713 OCALA AVE,38.851226061582565,-76.86990386247635,"(38.851226061582565, -76.86990386247635)"
PP21010400000554,01/04/2021,"AUTO, STOLEN",424,TRU,H6,7300 BLOCK,7318 DONNELL PL,38.840727388858795,-76.88335527479649,"(38.840727388858795, -76.88335527479649)"
PP21010400000455,01/04/2021,THEFT FROM AUTO,424,H,H6,6000 BLOCK,6024 SURREY SQUARE LN,38.84827330708504,-76.90205602347851,"(38.84827330708504, -76.90205602347851)"
PP21010400000548,01/04/2021,"AUTO, STOLEN",508,TRU,K3,4800 BLOCK,4859 SAINT BARNABAS RD,38.82301089167595,-76.9548774510622,"(38.82301089167595, -76.9548774510622)"
PP21010400001177,01/04/2021,"B & E, RESIDENTIAL",842,D,D6,4400 BLOCK,4402 BRAESIDE CT,38.950307220220566,-76.85349969565868,"(38.950307220220566, -76.85349969565868)"
PP21010400000557,01/04/2021,ACCIDENT,624,F,F2,9000 BLOCK,9001 WOODYARD RD,38.76625247299671,-76.89483819901943,"(38.76625247299671, -76.89483819901943)"
PP21010400000517,01/04/2021,"B & E, OTHER",609,J,J4,8900 BLOCK,8911 OXON HILL RD,38.76756480336189,-77.00540228188038,"(38.76756480336189, -77.00540228188038)"
PP21010400000948,01/04/2021,ACCIDENT,332,G,G5,7700 BLOCK,7708 LANDOVER RD WB,38.927669480443,-76.88105869293213,"(38.927669480443, -76.88105869293213)"
PP21010400000468,01/04/2021,ACCIDENT,118,A,A6,2400 BLOCK,2416 HANNON ST,38.98278747498989,-76.96800078451633,"(38.98278747498989, -76.96800078451633)"
PP21010400001137,01/04/2021,THEFT,626,W,W1,13100 BLOCK,13100 LARKHALL CIR,38.710150226950645,-77.01163585484028,"(38.710150226950645, -77.01163585484028)"
PP21010400001312,01/04/2021,ACCIDENT,248,B,B1,6100 BLOCK,6108 OTIS ST,38.93521539866924,-76.91386702656746,"(38.93521539866924, -76.91386702656746)"
PP21010400000475,01/04/2021,THEFT FROM AUTO,443,K,K4,4300 BLOCK,4301 WEST VILLAGE AVE,38.82924447953701,-76.90927386283875,"(38.82924447953701, -76.90927386283875)"
PP21010400001732,01/04/2021,"ROBBERY, OTHER",754,F,F7,14300 BLOCK,14330 CRAIN HWY SE,38.6924337297678,-76.87154427170753,"(38.6924337297678, -76.87154427170753)"
PP21010400000730,01/04/2021,THEFT FROM AUTO,887,TRU,D1,9300 BLOCK,9331 COPERNICUS DR,38.99131764471531,-76.84365719556808,"(38.99131764471531, -76.84365719556808)"
PP21010400000943,01/04/2021,THEFT FROM AUTO,175,A,A5,3300 BLOCK,3350 TOLEDO TER,38.96900798380375,-76.96176719665527,"(38.96900798380375, -76.96176719665527)"
PP21010400001871,01/04/2021,ACCIDENT,429,K,K2,,BRANCH AVE NB / CURTIS DR,38.84728905558586,-76.95225277543068,"(38.84728905558586, -76.95225277543068)"
PP21010500001058,01/05/2021,"ROBBERY, COMMERCIAL",703,E,E5,20 BLOCK,22 WATKINS PARK DR NB,38.900110483169556,-76.78952345252037,"(38.900110483169556, -76.78952345252037)"
PP21010500000623,01/05/2021,"AUTO, STOLEN",605,TRU,K6,6000 BLOCK,6000 SAINT IGNATIUS DR,38.80562247335911,-76.96767269074917,"(38.80562247335911, -76.96767269074917)"
PP21010500000933,01/05/2021,THEFT FROM AUTO,924,TRU,C3,11700 BLOCK,11760 BALTIMORE AVE SB,39.048732221126556,-76.90107177197933,"(39.048732221126556, -76.90107177197933)"
PP21010500000480,01/05/2021,ACCIDENT,807,D,D2,8400 BLOCK,8410 SPRUILL DR,39.00444097816944,-76.79214811325073,"(39.00444097816944, -76.79214811325073)"
PP21010500000709,01/05/2021,"B & E, COMMERCIAL",858,E,E2,900 BLOCK,978 LARGO CENTER DR,38.90109471976757,-76.83381469547749,"(38.90109471976757, -76.83381469547749)"
PP21010500001586,01/05/2021,THEFT,642,W,W6,16100 BLOCK,16104 CADILLAC DR,38.6688117235899,-76.87646552920341,"(38.6688117235899, -76.87646552920341)"
PP21010500000517,01/05/2021,"AUTO, STOLEN",313,G,G4,1600 BLOCK,1603 BRIGHTSEAT RD NB,38.909296810626984,-76.85284352302551,"(38.909296810626984, -76.85284352302551)"
PP21010500000995,01/05/2021,THEFT FROM AUTO,842,D,D6,9100 BLOCK,9101 ROLLING VIEW DR,38.954572305083275,-76.85645245015621,"(38.954572305083275, -76.85645245015621)"
PP21010500001395,01/05/2021,ACCIDENT,239,B,B3,5000 BLOCK,5000 56TH PL,38.94702638685703,-76.91878828406334,"(38.94702638685703, -76.91878828406334)"
PP21010500001765,01/05/2021,ACCIDENT,839,D,D5,,LANHAM SEVERN RD EB / CIPRIANO RD,38.964414805173874,-76.8584209382534,"(38.964414805173874, -76.8584209382534)"
PP21010500001447,01/05/2021,ACCIDENT,411,H,H3,,ROCHELL AVE / WALKER MILL RD EB,38.8643493950367,-76.89451010525227,"(38.8643493950367, -76.89451010525227)"
PP21010500000496,01/05/2021,THEFT FROM AUTO,827,D,D2,9700 BLOCK,9739 GOOD LUCK RD,38.98344364762306,-76.8420167863369,"(38.98344364762306, -76.8420167863369)"
PP21010500000546,01/05/2021,THEFT FROM AUTO,104,A,A7,1900 BLOCK,1915 ERIE ST,39.00804989039898,-76.97751519083977,"(39.00804989039898, -76.97751519083977)"
PP21010500001273,01/05/2021,THEFT,524,J,J1,5200 BLOCK,5225 INDIAN HEAD HWY SB,38.81808964908123,-77.0004810243845,"(38.81808964908123, -77.0004810243845)"
PP21010500001845,01/05/2021,THEFT,304,G,G3,5300 BLOCK,5380 SHERIFF RD WB,38.90535980463028,-76.917475938797,"(38.90535980463028, -76.917475938797)"
PP21010500000797,01/05/2021,THEFT FROM AUTO,860,TRU,E6,12000 BLOCK,12002 SHADYWOOD CT,38.9178269803524,-76.79772552847862,"(38.9178269803524, -76.79772552847862)"
PP21010500001230,01/05/2021,THEFT,441,H,H2,2100 BLOCK,2130 BROOKS DR,38.85877197980881,-76.91517935693264,"(38.85877197980881, -76.91517935693264)"
PP21010500000699,01/05/2021,"AUTO, STOLEN",3130,G,G7,900 BLOCK,901 BRIGHTSEAT RD NB,38.90306322276592,-76.85284352302551,"(38.90306322276592, -76.85284352302551)"
PP21010500001025,01/05/2021,THEFT,624,F,F2,8800 BLOCK,8859 BRANCH AVE,38.76723672449589,-76.89024503529072,"(38.76723672449589, -76.89024503529072)"
PP21010500000045,01/05/2021,"AUTO, STOLEN",617,K,K5,5900 BLOCK,5919 JOHN ADAMS DR,38.80037313699722,-76.92075677216053,"(38.80037313699722, -76.92075677216053)"
PP21010500001298,01/05/2021,THEFT,702,E,E3,1000 BLOCK,1037 TREELAND WAY,38.87550422549248,-76.7928042858839,"(38.87550422549248, -76.7928042858839)"
PP21010500000848,01/05/2021,ACCIDENT,406,G,G7,7300 BLOCK,7341 SHADY GLEN TER,38.88534672558308,-76.87909018993378,"(38.88534672558308, -76.87909018993378)"
PP21010500002186,01/05/2021,"ROBBERY, VEHICLE",415,H,H2,4200 BLOCK,4207 VINE ST,38.868614479899406,-76.93552052974701,"(38.868614479899406, -76.93552052974701)"
PP21010500000596,01/05/2021,THEFT FROM AUTO,246,B,B1,6900 BLOCK,6902 ALLISON ST,38.94243322312832,-76.89713478088379,"(38.94243322312832, -76.89713478088379)"
PP21010500001378,01/05/2021,"B & E, RESIDENTIAL",511,J,J2,900 BLOCK,901 SOUTHERN AVE,38.829572558403015,-76.9903104454279,"(38.829572558403015, -76.9903104454279)"
PP21010500000670,01/05/2021,"AUTO, STOLEN",431,K,K3,3700 BLOCK,3710 SAINT BARNABAS RD,38.83843080699444,-76.94011369347572,"(38.83843080699444, -76.94011369347572)"
PP21010500000928,01/05/2021,ACCIDENT,236,B,B4,,RIVERDALE RD EB / FINNS LN,38.96211822330952,-76.88729228079319,"(38.96211822330952, -76.88729228079319)"
PP21010500001128,01/05/2021,ACCIDENT,266,B,B6,6000 BLOCK,6006 WESTCHESTER PARK DR,38.99066147208214,-76.90336836874485,"(38.99066147208214, -76.90336836874485)"
PP21010500001205,01/05/2021,THEFT FROM AUTO,255,TRU,B2,3300 BLOCK,3304 KENILWORTH AVE SB,38.92996606230736,-76.93223969638348,"(38.92996606230736, -76.93223969638348)"
PP21010500001663,01/05/2021,ACCIDENT WITH IMPOUND,615,K,K6,,ALLENTOWN RD / PAYNE DR,38.78889022767544,-76.9371609389782,"(38.78889022767544, -76.9371609389782)"
PP21010500000745,01/05/2021,THEFT FROM AUTO,855,TRU,E6,2200 BLOCK,2260 CRAIN HWY NE,38.920451641082764,-76.71636086702347,"(38.920451641082764, -76.71636086702347)"
PP21010500002028,01/05/2021,ACCIDENT WITH IMPOUND,411,H,H3,1900 BLOCK,1936 ROCHELL AVE,38.863693222403526,-76.89385394752026,"(38.863693222403526, -76.89385394752026)"
PP21010500000505,01/05/2021,THEFT FROM AUTO,246,B,B1,6900 BLOCK,6925 ALLISON ST,38.942105144262314,-76.8974628597498,"(38.942105144262314, -76.8974628597498)"
PP21010500002178,01/05/2021,ACCIDENT WITH IMPOUND,731,F,F3,8600 BLOCK,8617 WOODYARD RD,38.770845636725426,-76.87843403220177,"(38.770845636725426, -76.87843403220177)"
PP21010500000741,01/05/2021,"AUTO, STOLEN",424,TRU,H6,6300 BLOCK,6300 HIL MAR CIR E,38.841383561491966,-76.89943136274815,"(38.841383561491966, -76.89943136274815)"
PP21010500002202,01/05/2021,ACCIDENT WITH IMPOUND,928,C,C2,,POWDER MILL RD WB / BELTSVILLE DR NB,39.04709181189537,-76.93748903274536,"(39.04709181189537, -76.93748903274536)"
PP21010500001577,01/05/2021,THEFT FROM AUTO,720,H,H7,,ACCESS RD / ARMSTRONG LN,38.830884888768196,-76.85678052902222,"(38.830884888768196, -76.85678052902222)"
PP21010500001827,01/05/2021,ACCIDENT WITH IMPOUND,419,H,H5,4100 BLOCK,4148 SUITLAND RD,38.855491146445274,-76.94044177234173,"(38.855491146445274, -76.94044177234173)"
PP21010500000808,01/05/2021,THEFT,737,F,F5,9200 BLOCK,9201 BALLOTADE ST,38.763955891132355,-76.83972018957138,"(38.763955891132355, -76.83972018957138)"
PP21010500001581,01/05/2021,ACCIDENT WITH IMPOUND,175,A,A5,3300 BLOCK,3350 TOLEDO TER,38.96900798380375,-76.96176719665527,"(38.96900798380375, -76.96176719665527)"
PP21010500000599,01/05/2021,THEFT,631,F,F4,5000 BLOCK,5014 SIR LUCAS LN,38.742302387952805,-76.91977253556252,"(38.742302387952805, -76.91977253556252)"
PP21010500001789,01/05/2021,ACCIDENT,431,K,K3,,BRANCH AVE NB / OLD BRANCH AVE,38.828260228037834,-76.92830269038677,"(38.828260228037834, -76.92830269038677)"
PP21010500000849,01/05/2021,ACCIDENT,429,K,K2,,SILVER HILL RD NB / SAINT BARNABAS RD NB,38.840727388858795,-76.94208219647408,"(38.840727388858795, -76.94208219647408)"
PP21010500000830,01/05/2021,"B & E, COMMERCIAL",624,F,F2,9000 BLOCK,9002 OLD BRANCH AVE,38.76658056676388,-76.89877519011497,"(38.76658056676388, -76.89877519011497)"
PP21010500000434,01/05/2021,ACCIDENT WITH IMPOUND,416,H,H2,,MARLBORO PIKE EB / PACIFIC AVE,38.86992681026459,-76.92010061442852,"(38.86992681026459, -76.92010061442852)"
PP21010500002100,01/05/2021,THEFT,444,H,H4,5400 BLOCK,5401 SILVER HILL RD NB,38.85155414044857,-76.91386702656746,"(38.85155414044857, -76.91386702656746)"
PP21010500001113,01/05/2021,THEFT FROM AUTO,225,TRU,B3,6300 BLOCK,6357 64TH AVE,38.96244631707668,-76.90664920210838,"(38.96244631707668, -76.90664920210838)"
